BALANCE_FREQUENCY,PURCHASES,INSTALLMENTS_PURCHASES,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS
1.0,4911.41,905.6,6000.0,10079.38741,2045.063933
1.0,180.0,180.0,1000.0,330.620032,539.543528
1.0,1348.08,1117.65,12000.0,1196.209266,183.557875
1.0,4767.11,2742.51,6000.0,3774.693285,955.03756
0.9,0.0,0.0,9500.0,684.398658,152.648955
0.666667,0.0,0.0,1200.0,80.190719,199.745472
1.0,143.12,0.0,1200.0,289.967312,286.845297
0.636364,266.71,266.71,2000.0,477.592124,184.739137
1.0,0.0,0.0,6000.0,1083.406473,673.452218
1.0,0.0,0.0,11500.0,20500.17323,799.436291
0.545455,717.92,595.06,13000.0,628.811269,92.899006
1.0,652.13,84.37,6000.0,385.145146,275.434078
1.0,72.84,0.0,3000.0,467.674193,216.289689
1.0,0.0,0.0,3000.0,622.529592,622.651831
1.0,0.0,0.0,8500.0,1339.9697,880.459505
1.0,852.26,586.34,18500.0,643.541055,181.197901
1.0,0.0,0.0,1800.0,714.012374,659.746433
1.0,2310.21,649.7,3000.0,1871.658725,173.610118
1.0,888.85,610.22,3500.0,1134.356357,185.277576
1.0,0.0,0.0,2100.0,634.788341,808.539833
1.0,1827.62,418.8,1200.0,1731.206869,253.774892
1.0,796.11,0.0,6000.0,807.665219,1559.810579
1.0,2461.9,0.0,5000.0,1041.825559,1143.939064
1.0,2055.13,1753.08,7500.0,1631.166246,217.082846
1.0,1122.17,319.4,6000.0,1138.136359,162.528519
1.0,0.0,0.0,1800.0,338.019603,418.236345
1.0,0.0,0.0,4500.0,1009.40361,280.243063
1.0,0.0,0.0,3000.0,385.290048,473.106541
1.0,0.0,0.0,6500.0,1127.493221,1005.215148
0.909091,0.0,0.0,1500.0,1656.765938,364.18588
1.0,568.3,568.3,3000.0,902.082618,411.544387
1.0,94.7,0.0,1200.0,350.850434,284.605261
1.0,875.05,365.15,2600.0,1261.11301,1209.124265
1.0,2252.77,2014.77,10000.0,2018.393951,178.930636
0.818182,477.5,284.0,3000.0,591.867645,157.374987
1.0,1060.99,20.0,1300.0,1162.790308,208.55975
0.909091,739.98,739.98,9500.0,1167.353193,172.959558
1.0,3866.29,3058.17,7500.0,3688.890803,190.88614
1.0,83.0,45.0,2500.0,568.336744,606.89303
1.0,0.0,0.0,7500.0,2955.428583,2793.752245
1.0,3157.86,1979.84,7000.0,3291.320691,170.010384
1.0,60.0,0.0,2300.0,111.559902,208.976648
1.0,84.0,84.0,1000.0,91.67226,165.656889
1.0,279.0,279.0,1400.0,426.263702,211.761556
1.0,1664.95,1600.78,4000.0,1458.490552,188.635203
0.727273,344.86,0.0,8500.0,1499.598264,185.217625
1.0,1849.26,232.5,7000.0,1522.895942,414.775083
1.0,0.0,0.0,3000.0,685.053764,919.457678
1.0,1674.11,1025.11,11500.0,1166.117797,954.24196
0.818182,2569.94,0.0,5000.0,3362.877104,164.400313
0.1,153.11,0.0,9000.0,0.0,312.343947
1.0,6814.47,0.0,13000.0,1917.817732,1643.130029
0.727273,843.03,843.03,2200.0,1312.375596,179.548143
1.0,78.47,78.47,8500.0,3799.466293,499.536689
1.0,4019.28,0.0,4500.0,3728.70891,276.007263
1.0,542.96,90.0,2500.0,195.490243,229.465974
0.818182,0.0,0.0,3000.0,2804.403394,853.680867
1.0,0.0,0.0,6500.0,568.212802,308.89183
1.0,435.08,0.0,7500.0,3796.014359,180.308803
0.818182,197.0,197.0,1000.0,224.836018,89.18596
1.0,2514.74,917.07,5500.0,964.935365,1676.595311
1.0,714.68,312.0,5000.0,1649.118645,2967.748073
1.0,802.1,0.0,13000.0,710.240283,171.20871
1.0,0.0,0.0,4500.0,715.12033,1220.49839
1.0,0.0,0.0,3000.0,944.591497,1249.695933
1.0,2635.9,518.98,4500.0,951.372467,293.129375
1.0,1699.87,437.83,1800.0,2096.121508,306.046439
1.0,431.93,298.43,19600.0,39048.59762,5394.173671
0.272727,780.0,0.0,3200.0,196.173726,14.037214
1.0,839.14,419.26,6000.0,362.337779,295.29696
1.0,1850.23,1850.23,14000.0,1826.882329,176.632334
0.818182,50.0,0.0,3500.0,3389.03546,260.16707
1.0,1967.86,1409.17,11500.0,1413.122627,387.054045
1.0,1313.26,1313.26,11500.0,1129.248446,429.760387
1.0,0.0,0.0,1800.0,574.233323,788.721609
1.0,0.0,0.0,5000.0,846.397004,687.079273
0.636364,504.0,504.0,2500.0,818.64282,81.765863
1.0,493.5,0.0,4000.0,3308.04995,3396.356156
0.181818,133.16,133.16,16000.0,0.0,312.343947
0.909091,0.0,0.0,1600.0,3263.474102,461.041625
1.0,1907.2,1907.2,9500.0,2111.91778,170.572744
1.0,0.0,0.0,1200.0,371.902953,421.748003
0.625,0.0,0.0,5000.0,138.855523,531.19984
1.0,552.09,457.09,12000.0,601.430928,188.896158
0.909091,284.13,284.13,4000.0,274.729879,4.390918
1.0,2402.64,1865.43,8500.0,2022.102581,182.612129
0.0,174.12,174.12,4000.0,0.0,312.343947
1.0,548.0,0.0,5000.0,1158.922139,1330.173932
1.0,0.0,0.0,2100.0,746.145517,477.944936
1.0,250.0,0.0,3000.0,864.527484,867.201399
1.0,883.94,142.5,6000.0,2790.54214,1419.287973
1.0,1650.52,1650.52,2500.0,1916.054676,1698.885114
1.0,0.0,0.0,3000.0,773.831303,671.834242
1.0,1015.91,722.5,10500.0,938.131271,807.263772
0.545455,237.99,0.0,4500.0,543.788113,195.089406
1.0,1261.99,120.0,3000.0,18.496532,1151.777196
1.0,2405.97,223.75,10000.0,2105.342196,188.130216
1.0,0.0,0.0,6000.0,1748.960475,1291.809944
1.0,0.0,0.0,3500.0,1927.253932,523.282646
1.0,0.0,0.0,2500.0,281.884143,395.69903
1.0,0.0,0.0,3000.0,658.61387,582.879568
1.0,160.0,0.0,3000.0,692.776517,389.63531
1.0,1.0,0.0,7000.0,944.992262,947.691932
0.818182,542.94,542.94,4000.0,955.283993,163.678855
0.818182,0.0,0.0,13000.0,1599.792795,2715.036678
1.0,958.73,958.73,1500.0,1187.648889,3167.849654
1.0,59.4,0.0,10000.0,1502.934235,213.16029
0.181818,273.8,0.0,5500.0,174.52575,259.524372
1.0,0.0,0.0,4000.0,1003.664133,654.301721
0.727273,282.62,249.0,6000.0,388.872739,149.884294
1.0,73.8,73.8,2000.0,514.586639,324.359117
1.0,2289.92,705.52,10500.0,2065.553347,446.67084
1.0,3591.81,1139.25,10450.0,8438.775135,768.82697
1.0,3387.47,1449.34,8500.0,1312.481879,1245.153414
1.0,793.1,0.0,10000.0,1261.909483,1290.536388
0.818182,254.37,254.37,4000.0,206.073166,128.455136
1.0,2338.83,0.0,7500.0,6545.07776,223.469126
1.0,324.6,324.6,3000.0,320.218246,174.11997
1.0,90.0,0.0,11150.0,1566.916181,2091.528879
1.0,0.0,0.0,1500.0,540.400104,288.438136
1.0,2217.94,1227.48,10500.0,3075.113742,4231.06356
1.0,22.68,22.68,11500.0,906.092735,224.709183
1.0,8.4,0.0,7500.0,1001.17541,1917.458466
1.0,0.0,0.0,6500.0,1868.475426,1486.185877
0.5,1109.91,0.0,9500.0,2137.485075,89.478836
0.909091,2555.91,1861.02,5000.0,12020.18009,159.547502
1.0,2289.42,1062.34,9500.0,2184.371316,188.333341
0.909091,565.0,0.0,2200.0,2511.315474,471.295665
1.0,2061.55,1692.0,8500.0,2200.93868,450.459621
1.0,0.0,0.0,4000.0,192.787345,227.924469
1.0,184.68,184.68,2900.0,2837.204108,350.27437
0.2,55.55,55.55,6000.0,0.0,312.343947
1.0,0.0,0.0,1800.0,559.556519,335.731533
1.0,2746.84,576.84,2500.0,2562.579256,193.157628
1.0,1219.39,755.0,2000.0,4115.217914,382.658882
1.0,0.0,0.0,1500.0,279.782836,515.444012
0.5,318.79,0.0,6000.0,603.896667,56.679587
1.0,0.0,0.0,600.0,50.406698,250.170305
1.0,872.94,735.64,10000.0,721.050386,167.657169
0.090909,388.54,388.54,12000.0,377.974097,24.499337
1.0,1798.66,434.44,9000.0,1156.783897,1615.317615
0.818182,279.56,279.56,3000.0,347.911693,146.317275
1.0,0.0,0.0,2000.0,538.443435,484.32512
1.0,2417.91,114.0,8000.0,3468.393326,261.268016
1.0,826.77,162.56,1500.0,1182.627097,1332.067827
1.0,0.0,0.0,1000.0,161.400987,183.86589
0.818182,916.46,388.68,10500.0,2243.559789,164.15189
1.0,251.38,150.1,7500.0,2853.276447,367.503207
1.0,0.0,0.0,12000.0,15884.69746,1078.537276
1.0,1196.35,250.56,5500.0,1597.772035,174.857103
1.0,1443.33,0.0,6000.0,1027.149996,1420.666789
0.545455,400.0,0.0,4000.0,137.20573,71.377094
1.0,899.58,486.3,2500.0,850.186851,1212.047288
1.0,1224.99,1224.99,7500.0,1130.359054,166.788652
1.0,0.0,0.0,1800.0,3633.579097,577.463579
1.0,112.57,0.0,1800.0,595.55337,379.959706
1.0,0.0,0.0,2000.0,1373.649725,362.565529
1.0,1245.33,0.0,7000.0,1287.745322,1531.220292
1.0,140.2,0.0,6500.0,432.72779,591.069406
0.727273,3618.19,813.4,15000.0,3570.597218,53.62807
1.0,270.97,163.82,10000.0,1293.523382,181.597864
1.0,792.14,88.56,1500.0,397.388693,706.199917
1.0,453.91,135.0,6000.0,350.387978,228.165965
1.0,654.0,354.0,2400.0,1149.733036,3175.27696
1.0,540.0,0.0,4000.0,2136.389192,247.620077
1.0,1910.13,58.07,13000.0,5142.624134,425.204466
1.0,687.97,145.0,7500.0,2358.946309,1898.480847
1.0,5835.57,1860.87,9000.0,6083.426724,204.763572
1.0,1060.0,0.0,2100.0,189.106448,213.863185
1.0,11507.4,5602.62,10500.0,10414.467,258.364994
1.0,290.0,290.0,6000.0,326.635918,158.281177
1.0,80.0,0.0,15000.0,1963.299182,2141.764453
1.0,45.65,0.0,1000.0,335.809644,442.354727
1.0,6842.23,1904.1,3500.0,5588.683151,280.509038
0.5,211.22,128.22,3500.0,1664.863771,168.230369
1.0,470.54,331.16,10000.0,11721.86573,1183.292044
1.0,1450.0,0.0,1500.0,397.090516,227.143184
1.0,170.07,51.87,6000.0,248.81801,264.497515
0.727273,105.78,0.0,3500.0,199.171196,88.814442
1.0,330.89,259.49,6000.0,703.005516,720.646441
1.0,897.42,213.3,7000.0,965.182597,191.931603
1.0,0.0,0.0,1500.0,317.211622,531.398722
0.636364,316.78,316.78,4500.0,1308.806298,248.833196
0.363636,426.83,0.0,6000.0,195.490843,88.384521
1.0,4340.42,732.25,11500.0,16616.23528,1688.710521
1.0,1672.35,101.0,5500.0,1437.155317,287.831911
1.0,448.07,0.0,3000.0,3537.693441,1105.400886
0.909091,219.37,0.0,6000.0,216.850592,76.604414
1.0,724.83,724.83,1500.0,1462.037592,3397.732291
0.636364,29.6,0.0,6000.0,1576.039085,108.744838
1.0,144.49,0.0,1500.0,348.50421,417.305741
1.0,252.0,0.0,1800.0,833.515706,592.475313
1.0,788.14,0.0,9000.0,1041.707049,192.452296
1.0,1141.24,142.16,1200.0,1225.983876,2595.332901
1.0,2702.57,759.8,3000.0,1942.140315,188.998017
1.0,1286.34,1286.34,2100.0,1470.711716,2972.477983
1.0,2469.28,1563.3,8000.0,1226.857482,2016.38299
0.272727,161.5,0.0,3000.0,912.737392,114.337421
1.0,96.2,96.2,9000.0,326.168469,202.58767
1.0,2329.12,761.9,5500.0,812.097275,231.774034
1.0,0.0,0.0,1500.0,323.642185,429.538368
1.0,1083.12,1083.12,4000.0,383.231247,659.560532
0.727273,1155.4,0.0,2000.0,1264.974166,116.244107
0.909091,45.65,0.0,1200.0,287.581425,371.232319
1.0,4399.07,693.94,11150.0,1834.501318,1864.863139
0.363636,67.44,0.0,4000.0,82.000743,57.564463
1.0,181.63,0.0,1800.0,2588.459613,960.647101
0.727273,0.0,0.0,1500.0,276.229102,362.442402
1.0,0.0,0.0,1200.0,1402.659723,372.641361
1.0,1593.29,1379.09,7000.0,1660.750541,188.340279
1.0,0.0,0.0,7000.0,1026.076088,1478.485801
1.0,398.64,398.64,1500.0,364.300862,449.07262
0.727273,0.0,0.0,1500.0,360.729411,335.993476
0.545455,0.0,0.0,6000.0,2924.470714,195.294122
1.0,0.0,0.0,7500.0,1417.970244,1809.974326
0.0,176.03,0.0,7000.0,0.0,312.343947
0.636364,312.1,312.1,2000.0,497.127166,145.605731
1.0,1562.43,1313.19,13000.0,1851.996908,1178.476722
1.0,1721.66,1170.49,10000.0,1065.894938,1173.307383
1.0,8665.38,2544.98,9500.0,8216.880805,240.601287
0.909091,1036.68,886.68,1700.0,2790.066228,1281.453534
1.0,0.0,0.0,3000.0,470.841807,912.479272
1.0,1439.49,846.49,6000.0,1323.74446,200.986504
0.909091,190.45,0.0,8500.0,155.609598,66.465635
0.857143,1151.91,536.06,1000.0,632.225833,350.841821
1.0,724.52,524.52,4000.0,529.362717,189.362616
1.0,715.51,606.51,3500.0,918.003032,792.902894
1.0,0.0,0.0,1000.0,197.631228,214.62422
1.0,0.0,0.0,1200.0,290.331406,353.360027
0.272727,158.34,158.34,6000.0,182.175514,55.480481
1.0,173.48,0.0,3000.0,869.253948,4682.965732
0.181818,0.0,0.0,6000.0,2161.530837,55.542128
1.0,117.32,0.0,1500.0,4017.742718,273.139411
0.909091,1049.0,1049.0,5000.0,1072.021707,153.531842
0.363636,23.91,0.0,15500.0,31.845894,22.081988
1.0,1132.36,754.92,2500.0,410.973222,405.230106
1.0,82.0,0.0,4200.0,350.773984,215.834479
1.0,0.0,0.0,18000.0,3447.733455,1608.111732
1.0,664.61,618.91,7500.0,453.692206,358.574883
1.0,2251.62,287.57,9500.0,2258.1657,169.123707
1.0,2514.3,1529.19,5000.0,2095.014385,1960.982734
0.571429,179.0,179.0,4000.0,308.793382,73.19845
1.0,3108.01,3108.01,10500.0,3166.91554,175.704497
1.0,93.31,0.0,3500.0,670.719989,949.520589
0.454545,2877.09,1316.05,3500.0,2975.275558,112.893466
1.0,2331.68,1243.64,17500.0,2543.033209,1237.405459
1.0,11.41,0.0,10000.0,7280.584479,1013.780486
1.0,3873.5,1231.36,8500.0,3729.948989,436.253648
1.0,538.51,0.0,12000.0,1355.948713,1471.164439
1.0,775.0,410.0,8500.0,920.748289,784.929199
1.0,398.08,398.08,8000.0,8092.781701,872.208375
1.0,0.0,0.0,6000.0,2657.196453,4431.645308
0.857143,0.0,0.0,10000.0,168.100048,237.414459
1.0,1763.89,1505.46,6500.0,2557.841292,2268.544117
0.909091,405.61,405.61,2200.0,612.674738,130.269702
1.0,818.64,818.64,1000.0,976.831849,1926.566967
1.0,0.0,0.0,5000.0,3246.575307,866.693315
1.0,983.24,0.0,14000.0,3468.13596,2412.958258
1.0,611.71,20.0,1200.0,1019.527645,273.627647
1.0,627.23,133.75,2500.0,1030.373212,521.492992
1.0,0.0,0.0,9500.0,1348.018275,1101.578675
1.0,0.0,0.0,1200.0,1065.666403,160.863666
1.0,878.29,247.02,8500.0,883.744982,858.064557
1.0,1787.83,1661.59,4000.0,574.055852,259.977392
1.0,299.9,0.0,4200.0,502.64224,204.447891
1.0,875.38,875.38,6500.0,688.546903,196.362677
1.0,380.0,0.0,1200.0,415.924157,247.45192
1.0,2354.06,2138.19,4000.0,2230.320729,224.547489
1.0,2530.12,0.0,2500.0,3275.790625,594.769152
1.0,1168.75,1168.75,16500.0,3906.738592,3379.593046
1.0,2066.08,820.78,7500.0,2597.718416,201.214315
1.0,9113.78,2975.21,12000.0,7035.994095,243.938058
0.818182,824.77,446.96,1800.0,534.728641,892.117717
1.0,0.0,0.0,2400.0,3112.377295,3102.98565
0.545455,0.0,0.0,17000.0,8946.495566,153.782546
0.909091,462.7,300.0,1800.0,1193.383862,114.183944
1.0,462.99,462.99,13500.0,519.307161,157.208204
1.0,1624.05,418.3,8500.0,3794.796448,559.169569
1.0,0.0,0.0,4000.0,1968.065171,188.435841
0.571429,233.9,0.0,10500.0,33.010201,53.9438
1.0,504.2,504.2,1000.0,476.370018,130.862225
1.0,7184.73,665.54,11500.0,2250.502094,3745.116848
1.0,324.96,324.96,5500.0,938.073283,2927.486552
1.0,0.0,0.0,2000.0,411.517239,765.751845
1.0,946.0,410.0,6500.0,804.255916,169.229664
0.875,0.0,0.0,1500.0,164.003621,254.022569
1.0,0.0,0.0,7000.0,1064.575065,587.957563
1.0,1176.93,1176.93,7500.0,1319.009967,64.517961
0.181818,225.6,225.6,4000.0,268.500244,29.584288
1.0,847.88,847.88,5000.0,757.48839,193.758424
1.0,1893.89,350.0,9500.0,1607.021526,1480.26633
1.0,1878.54,679.65,3500.0,3185.017063,1079.066979
1.0,2542.61,1846.53,7500.0,3158.530331,192.272514
0.909091,0.0,0.0,10000.0,696.538922,1095.734566
0.909091,366.68,366.68,3000.0,679.431948,126.692506
1.0,123.24,0.0,14500.0,9438.180272,1961.413154
1.0,803.22,803.22,1000.0,866.009167,1038.182688
1.0,0.0,0.0,7000.0,5878.42845,1719.694161
1.0,177.0,0.0,1950.0,170.47103,221.171027
1.0,4201.13,398.92,5500.0,6091.906636,830.39506
1.0,1126.68,93.08,7000.0,1382.179262,1438.031851
1.0,0.0,0.0,3000.0,714.738754,799.591816
1.0,263.04,0.0,2300.0,4228.186416,325.737106
1.0,2610.3,1707.7,8500.0,2217.869091,219.629629
1.0,0.0,0.0,2400.0,303.052882,453.831541
1.0,0.0,0.0,4000.0,1171.807751,848.973008
1.0,5446.88,1980.66,9500.0,5623.305898,233.917424
1.0,140.6,0.0,5500.0,1151.202909,1489.130441
1.0,9134.26,7131.36,10500.0,3579.298838,1148.902535
0.545455,3044.6,0.0,3000.0,8987.534163,332.787755
1.0,153.18,91.28,2500.0,99.085409,145.637604
1.0,1175.35,143.5,14000.0,2949.673416,3098.62505
1.0,522.0,522.0,1000.0,472.580919,15584.09742
0.727273,1160.66,1125.76,1500.0,1152.518504,32.376453
1.0,3042.08,1623.01,8500.0,2764.893686,246.737259
1.0,765.0,0.0,2000.0,204.464151,146.352314
1.0,1595.93,0.0,6000.0,905.844846,2376.919568
0.0,313.89,313.89,6000.0,0.0,312.343947
1.0,890.0,490.0,3000.0,640.607666,289.747401
0.818182,2226.06,2226.06,8500.0,2507.587709,97.944748
0.272727,110.0,0.0,1200.0,697.009124,1117.265123
1.0,0.0,0.0,9000.0,854.431761,681.959088
0.545455,62.7,0.0,3000.0,125.780361,164.519883
1.0,587.34,587.34,11500.0,549.036894,139.958805
1.0,4666.51,201.75,7500.0,6153.484827,534.578893
1.0,453.24,453.24,2000.0,435.997908,62.817278
1.0,694.91,657.41,7500.0,1016.090423,189.29217
1.0,868.0,868.0,4000.0,618.964215,268.075781
1.0,2358.28,186.48,2500.0,1175.753031,330.579046
1.0,1639.97,668.0,7000.0,1579.491353,178.416176
1.0,775.42,126.0,14000.0,2885.335197,3331.513399
1.0,0.0,0.0,3000.0,91.692752,26143.17049
1.0,0.0,0.0,2750.0,933.01991,602.387923
1.0,858.5,0.0,7000.0,748.290167,597.63665
1.0,0.0,0.0,6000.0,1009.287105,1431.909784
1.0,600.0,600.0,4700.0,1154.910275,1475.694904
0.181818,300.68,300.68,5000.0,3142.651675,80.613743
0.727273,0.0,0.0,6000.0,3842.787673,547.238675
1.0,55.69,0.0,1200.0,266.286419,544.723121
1.0,4468.71,598.56,4000.0,4009.961094,184.31048
1.0,1000.0,0.0,14000.0,1365.324882,1766.055701
1.0,816.0,177.09,11500.0,947.039165,1076.480794
1.0,521.31,381.31,3000.0,616.095965,467.239217
0.8,469.0,469.0,1000.0,541.359082,115.03052
1.0,476.16,476.16,2000.0,791.091826,768.758551
1.0,561.25,186.0,8000.0,1854.156679,1172.150883
0.428571,346.3,346.3,1800.0,340.376582,74.812454
1.0,0.0,0.0,8000.0,1534.809766,2012.365718
1.0,812.97,214.88,6000.0,1314.537349,191.480116
1.0,1082.98,585.9,18500.0,1964.195588,1978.414023
1.0,1137.62,478.0,6200.0,536.091856,981.877595
1.0,2326.52,2189.72,3500.0,2374.80576,177.683227
1.0,1070.73,637.93,10000.0,1229.025203,192.197394
1.0,1398.21,154.71,7000.0,257.24454,346.844936
1.0,1470.24,587.46,7000.0,4760.677367,1393.490557
0.909091,0.0,0.0,8500.0,2953.858729,335.991369
1.0,0.0,0.0,9000.0,8778.87795,1470.361933
1.0,0.0,0.0,2900.0,3092.937061,681.529737
1.0,29.5,0.0,3000.0,508.056466,1267.37587
1.0,0.0,0.0,1200.0,253.475631,73.411615
0.636364,262.71,262.71,4000.0,404.572322,170.087703
1.0,4115.98,140.0,5000.0,3922.394684,474.667356
1.0,0.0,0.0,15000.0,18341.95467,3127.192305
0.875,118.16,0.0,2500.0,192.781455,56.999671
0.727273,853.3,0.0,2000.0,851.921672,73.600798
1.0,2267.38,592.63,4500.0,3644.186477,341.5862
0.3,104.95,104.95,1500.0,271.567821,71.59927
0.727273,470.69,413.69,18000.0,746.951133,156.812691
1.0,932.03,700.16,5500.0,3170.370677,269.655125
1.0,307.12,0.0,8500.0,3421.846931,470.192366
1.0,0.0,0.0,1500.0,201.425194,233.54565
0.727273,57.0,0.0,12500.0,15043.66508,256.881348
1.0,2601.6,2601.6,1800.0,2582.18354,2374.370421
1.0,0.0,0.0,7000.0,1362.424363,1240.254115
1.0,440.0,440.0,3000.0,584.787421,267.430198
1.0,716.76,662.3,7000.0,1364.331914,1968.717366
0.909091,4236.36,1911.2,18500.0,3746.674803,167.823077
1.0,935.71,935.71,6000.0,6409.769007,1447.893709
1.0,473.51,403.51,7500.0,1593.897063,3196.171515
1.0,885.44,885.44,1000.0,1057.25415,1613.401207
1.0,493.34,233.34,9500.0,1050.91005,821.066878
0.909091,2155.13,829.79,7500.0,9689.602075,3163.402977
1.0,888.98,0.0,6000.0,1179.34586,1200.960907
0.888889,2513.46,0.0,9000.0,4776.370808,836.641054
0.545455,1475.23,0.0,4000.0,1595.023315,34.819015
1.0,3441.3,1024.6,11500.0,1385.717858,1499.391822
0.727273,2308.0,1700.0,3000.0,245.914697,564.472958
0.5,182.08,182.08,1500.0,191.067061,54.734326
0.909091,1377.31,549.96,16000.0,1770.052426,190.754221
1.0,255.75,68.75,3500.0,599.044421,586.693702
1.0,255.7,26.68,6500.0,620.437714,505.940539
0.545455,1071.8,51.8,2500.0,4763.080391,751.737661
1.0,1063.69,1063.69,7000.0,1928.089519,164.687639
1.0,1347.7,1347.7,15500.0,2704.076105,2580.556298
1.0,75.5,0.0,5000.0,485.389275,603.340807
0.666667,0.0,0.0,11500.0,1828.239171,1952.041626
1.0,0.0,0.0,7000.0,1408.437818,1228.996607
0.909091,0.0,0.0,9000.0,750.543668,1131.588644
1.0,0.0,0.0,7500.0,10339.93845,1348.605697
1.0,291.62,291.62,1500.0,276.342352,849.32088
1.0,1325.21,308.0,3000.0,860.265446,227.004657
1.0,229.0,0.0,150.0,119.62682,252.515849
1.0,0.0,0.0,5500.0,1481.136548,477.284193
1.0,585.68,139.7,4500.0,1368.204953,201.964603
0.090909,0.0,0.0,2000.0,1898.347582,32.585321
1.0,1627.0,0.0,1200.0,1897.171179,613.912928
1.0,2310.61,935.0,18000.0,2588.893066,190.034881
1.0,1780.79,700.14,17000.0,1230.806488,1182.650916
0.909091,5176.62,0.0,8500.0,4971.981428,172.888946
0.909091,265.97,265.97,1000.0,224.528678,120.554003
1.0,1026.26,0.0,11000.0,1322.74282,1417.69815
1.0,2692.65,620.33,1500.0,2375.560677,178.352824
1.0,0.0,0.0,1200.0,281.613657,240.366583
0.454545,0.0,0.0,1200.0,253.663706,260.21665
1.0,3729.7,1560.35,8000.0,4974.329762,931.22828
1.0,0.0,0.0,1500.0,303.776791,466.08332
1.0,561.38,561.38,1500.0,482.868194,168.926878
0.0,609.0,609.0,2500.0,893.429001,312.343947
0.181818,1074.0,0.0,5500.0,0.0,312.343947
1.0,190.54,190.54,1200.0,2365.524893,423.0202
1.0,420.88,420.88,4500.0,1190.41941,205.529399
1.0,30.0,0.0,1500.0,1839.908719,570.913732
0.636364,0.0,0.0,3000.0,4634.133777,476.217118
1.0,3629.8,3579.8,7500.0,8259.411897,4725.470314
1.0,1080.0,1080.0,8500.0,4365.058558,6019.766066
0.727273,0.0,0.0,1200.0,1321.798347,145.445603
1.0,1672.99,700.98,1600.0,1306.526458,968.817429
1.0,0.0,0.0,2500.0,4847.513095,507.635447
0.636364,248.31,248.31,9500.0,36.844388,66.224535
0.454545,701.25,701.25,3500.0,1834.431851,132.939468
1.0,4378.8,1183.22,10000.0,2241.246911,1320.011574
1.0,10243.48,5926.66,7500.0,11112.38396,252.899236
1.0,481.75,50.0,1200.0,449.280028,273.503587
0.909091,993.5,97.5,6500.0,980.963861,140.519148
1.0,200.0,0.0,3500.0,1322.74089,3419.12662
1.0,3161.02,1148.64,7000.0,2608.402427,156.424862
1.0,1197.12,0.0,9000.0,936.326494,180.002457
0.857143,1759.46,0.0,7000.0,226.879675,415.235431
1.0,294.0,294.0,5000.0,303.409519,185.055438
0.833333,0.0,0.0,7000.0,864.1411,983.378772
1.0,0.0,0.0,3000.0,893.62955,469.990207
1.0,86.69,0.0,5500.0,313.750208,351.085178
1.0,952.16,489.12,7000.0,913.302873,174.963013
0.545455,92.02,92.02,1600.0,100.915736,82.436727
0.545455,796.9,796.9,1950.0,1475.770687,160.568063
1.0,1319.19,22.5,1200.0,2853.125011,528.790549
0.909091,0.0,0.0,1800.0,1753.60425,206.790234
1.0,585.87,0.0,10000.0,570.478919,182.613309
0.454545,0.0,0.0,3500.0,4404.853578,254.748687
1.0,0.0,0.0,1950.0,558.164261,495.630406
1.0,0.0,0.0,2500.0,564.37975,847.079637
0.909091,133.86,133.86,9500.0,148.214416,167.952263
0.857143,1451.5,0.0,1200.0,210.435488,886.458108
1.0,528.08,0.0,2000.0,384.322913,174.894699
1.0,0.0,0.0,7000.0,1327.690018,1273.479311
1.0,0.0,0.0,2500.0,589.389711,428.293387
1.0,407.81,56.0,5000.0,2189.546633,2473.447437
1.0,815.34,666.3,2500.0,361.786239,125.693866
1.0,4391.87,448.5,16500.0,4962.461845,175.713135
1.0,2445.24,191.48,3400.0,2082.619124,192.20043
1.0,0.0,0.0,2500.0,943.909555,663.690608
1.0,351.54,290.0,3000.0,585.022975,251.539573
0.363636,0.0,0.0,11500.0,2699.969008,17.401529
1.0,141.8,0.0,10000.0,933.969974,919.289675
1.0,0.0,0.0,8500.0,273.383468,319.905806
0.111111,0.0,0.0,1350.0,0.0,312.343947
1.0,1218.24,1218.24,5000.0,1040.640647,153.824693
1.0,1319.26,0.0,3500.0,98.018318,281.813294
1.0,2984.34,229.42,14500.0,1885.940209,196.257674
1.0,614.01,141.0,7500.0,7324.826511,1023.038321
1.0,0.0,0.0,1800.0,463.88804,448.969242
1.0,0.0,0.0,1200.0,440.519737,320.383825
1.0,0.0,0.0,2000.0,566.302426,351.844812
0.636364,0.0,0.0,1400.0,2185.891694,436.135143
1.0,569.02,322.13,3200.0,589.35887,186.59462
1.0,2729.0,1320.0,16500.0,1275.398838,177.970856
0.909091,2753.35,793.35,9000.0,861.251403,906.390801
0.272727,87.3,87.3,8000.0,669.767901,162.269258
0.909091,0.0,0.0,7500.0,2811.544882,111.338928
1.0,1184.98,427.03,7000.0,4291.341088,946.341931
1.0,0.0,0.0,1200.0,1071.879544,263.735953
1.0,3342.9,1435.0,2500.0,1685.441335,2766.440973
0.727273,1225.79,1225.79,5100.0,7799.250959,1347.127384
1.0,0.0,0.0,1200.0,286.46296,263.950897
1.0,139.67,0.0,6000.0,3313.162847,2759.80377
1.0,66.72,66.72,1000.0,254.277454,199.50774
1.0,577.98,219.96,6000.0,1771.36501,1842.75662
1.0,0.0,0.0,8500.0,1738.415018,1785.269757
0.818182,803.95,0.0,1000.0,1134.379946,137.584907
